name,ra,dec,diameter,mag,alias,minorDiameter,anglePA
PGC 17223,80.894167,-69.756111,645.654,15.00,,549.541,170.0
PGC 3085,13.158333,-72.800278,316.228,15.00,,234.423,45.0
PGC 2557,10.684583,41.269444,199.526,15.00,,70.795,35.0
PGC 3589,15.038750,-33.709167,63.096,15.00,,48.978,100.0
PGC 5818,23.462500,30.660278,60.256,15.00,,35.481,22.0
PGC 10074,39.997083,-34.449167,56.234,15.00,,43.652,51.0
PGC 46490,199.957500,-27.409444,51.286,15.00,,15.136,147.0
PGC 60095,260.051250,57.915278,42.658,15.00,,31.623,0.0
PGC 54074,227.297083,67.212778,34.674,15.00,,19.055,64.0
PGC 1014,3.785000,-39.220278,32.359,15.00,,3.981,101.0
PGC 2789,11.887500,-25.288333,28.840,15.00,,5.888,53.0
PGC 46957,201.365417,-43.019167,25.704,15.00,,17.783,33.0
PGC 19441,100.402917,-50.966111,23.988,15.00,,18.621,70.0
PGC 13826,56.704583,68.096667,21.878,15.00,,20.893,0.0
PGC 50063,210.801667,54.348056,21.878,15.00,,20.893,0.0
PGC 21396,114.211250,65.602500,21.380,15.00,,10.715,126.0
PGC 28630,148.892083,69.066389,21.380,15.00,,10.233,157.0
PGC 3238,13.723750,-37.682500,20.893,15.00,,13.490,114.0
PGC 39346,184.179583,69.464167,20.893,15.00,,6.166,162.0
PGC 2758,11.785833,-20.760556,20.417,15.00,,5.129,165.0
PGC 45279,196.358750,-49.470833,20.417,15.00,,4.266,43.0
PGC 59400,254.962917,-0.533333,19.055,15.00,,12.589,0.0
PGC 2429,10.092917,41.685833,18.621,15.00,,10.471,170.0
PGC 29128,150.777500,-26.158889,18.197,15.00,,3.311,94.0
PGC 39600,184.739583,47.303889,17.783,15.00,,6.918,0.0
PGC 8378,32.853333,-40.290833,17.378,15.00,,11.220,81.0
PGC 62836,287.438333,-63.856111,17.378,15.00,,10.965,16.0
PGC 2357,9.824583,0.912500,16.218,15.00,,10.965,24.0
PGC 34176,168.367083,22.152778,15.849,15.00,,13.490,0.0
PGC 39422,184.375417,37.808333,15.849,15.00,,6.310,41.0
PGC 3844,16.225833,2.133333,15.136,15.00,,13.490,0.0
PGC 42038,189.088333,25.985278,13.804,15.00,,2.188,135.0
PGC 48082,204.250833,-29.867778,13.804,15.00,,12.882,0.0
PGC 63616,296.240833,-14.803056,13.804,15.00,,12.882,0.0
PGC 42637,190.532083,32.540833,13.490,15.00,,2.455,86.0
PGC 12651,50.672917,-37.207778,13.183,15.00,,8.318,50.0
PGC 46153,198.955000,42.029444,13.183,15.00,,7.943,102.0
PGC 34697,170.070000,13.591111,12.882,15.00,,3.388,104.0
PGC 2004,8.298750,48.506944,12.589,15.00,,7.079,25.0
PGC 9031,35.637917,42.348889,12.303,15.00,,2.455,22.0
PGC 14638,63.015000,-32.875833,12.303,15.00,,3.631,33.0
PGC 30819,157.089583,68.411389,12.023,15.00,,5.495,50.0
PGC 46525,200.069583,-21.826944,12.023,15.00,,2.754,77.0
PGC 2329,9.739167,48.337500,11.482,15.00,,9.550,35.0
PGC 27077,143.040417,21.500556,11.482,15.00,,5.248,23.0
PGC 40596,186.454167,33.546944,11.482,15.00,,4.266,134.0
PGC 43495,192.719167,41.119167,11.482,15.00,,10.000,105.0
PGC 47847,203.697083,-45.547500,11.482,15.00,,1.738,113.0
PGC 65001,308.719583,60.153889,11.482,15.00,,10.715,0.0
PGC 143,0.493750,-15.461389,11.220,15.00,,3.715,2.0
PGC 54470,228.967083,56.329444,11.220,15.00,,1.413,156.0
PGC 29488,152.117083,12.306389,10.965,15.00,,7.943,80.0
PGC 34554,169.567500,-32.811944,10.965,15.00,,4.786,161.0
PGC 41220,187.444583,7.999722,10.965,15.00,,8.913,157.0
PGC 54392,228.556250,-46.810000,10.965,15.00,,1.738,54.0
PGC 13179,53.402083,-36.138056,10.715,15.00,,6.310,5.0
PGC 28655,148.967500,69.680278,10.715,15.00,,5.012,65.0
PGC 29220,151.132500,60.107778,10.715,15.00,,10.715,0.0
PGC 9332,36.820000,33.579167,10.471,15.00,,5.754,102.0
PGC 12209,49.322917,-41.107778,10.471,15.00,,8.128,156.0
PGC 40653,186.550417,12.945556,10.471,15.00,,7.586,127.0
PGC 69327,339.267500,34.416389,10.471,15.00,,4.169,171.0
PGC 42002,188.990833,27.959444,10.233,15.00,,4.365,150.0
PGC 10488,41.578750,-30.272500,10.000,15.00,,6.166,140.0
PGC 33550,166.453333,-0.035000,10.000,15.00,,4.786,164.0
PGC 41618,188.190000,0.114722,10.000,15.00,,1.549,86.0
PGC 47404,202.467917,47.194444,10.000,15.00,,7.586,163.0
PGC 73049,359.455833,-32.590000,10.000,15.00,,6.026,84.0
PGC 27978,146.413750,-31.191111,9.772,15.00,,6.918,97.0
PGC 42089,189.208333,13.162778,9.772,15.00,,4.365,23.0
PGC 43451,192.610833,25.500556,9.772,15.00,,6.761,32.0
PGC 44182,194.182500,21.683333,9.772,15.00,,4.898,115.0
PGC 15488,68.199167,71.879444,9.550,15.00,,1.622,22.0
PGC 39028,183.451250,14.899444,9.550,15.00,,2.291,152.0
PGC 45948,198.364583,36.593333,9.550,15.00,,4.074,171.0
PGC 46674,200.490417,-36.629722,9.550,15.00,,3.388,49.0
PGC 5974,24.174167,15.783333,9.333,15.00,,8.710,0.0
PGC 12286,49.564167,-66.497500,9.333,15.00,,7.244,39.0
PGC 2555,10.674167,40.866111,9.120,15.00,,6.310,170.0
PGC 41361,187.705000,12.391389,9.120,15.00,,7.943,0.0
PGC 42863,190.992500,32.170556,9.120,15.00,,1.202,35.0
PGC 43733,193.232500,11.232222,9.120,15.00,,3.020,32.0
PGC 71220,350.527083,40.845833,9.120,15.00,,1.778,167.0
PGC 40914,186.941250,13.008889,8.913,15.00,,5.012,0.0
PGC 24930,133.173750,33.419444,8.710,15.00,,2.570,44.0
PGC 1851,7.592083,-33.245556,8.511,15.00,,1.905,50.0
PGC 14897,65.001250,-54.938333,8.511,15.00,,5.370,32.0
PGC 34695,170.062500,12.989167,8.511,15.00,,3.802,173.0
PGC 42407,189.997083,-11.623056,8.511,15.00,,5.012,90.0
PGC 34612,169.732083,13.092222,8.318,15.00,,2.138,174.0
PGC 39225,183.912917,36.328056,8.318,15.00,,6.761,0.0
PGC 26512,140.508333,50.977778,8.128,15.00,,3.981,147.0
PGC 47394,202.453333,-17.965833,8.128,15.00,,1.175,125.0
PGC 67045,324.118750,-54.557500,8.128,15.00,,1.549,128.0
PGC 71775,353.614167,-36.101944,8.128,15.00,,7.762,0.0
PGC 4801,20.027917,3.415556,7.943,15.00,,6.310,75.0
PGC 13727,56.132917,-44.643889,7.943,15.00,,1.738,40.0
PGC 39246,183.976250,13.150000,7.943,15.00,,1.862,19.0
PGC 41772,188.512917,7.699167,7.943,15.00,,2.818,163.0
PGC 42831,190.917083,11.552222,7.943,15.00,,6.607,104.0
PGC 97267,348.379583,50.435556,7.943,15.00,,4.266,176.0
PGC 23324,124.766250,70.719167,7.762,15.00,,5.623,15.0
PGC 29050,150.493750,55.680556,7.762,15.00,,1.259,165.0
PGC 29265,151.308750,-7.718611,7.762,15.00,,3.981,15.0
PGC 34030,167.875833,55.673333,7.762,15.00,,2.692,79.0
PGC 40515,186.350833,18.190833,7.762,15.00,,6.026,0.0
PGC 41517,187.997083,14.420278,7.762,15.00,,4.571,138.0
PGC 42734,190.708333,2.687778,7.762,15.00,,5.888,150.0
PGC 10123,40.099583,39.063056,7.586,15.00,,2.884,87.0
PGC 13418,54.620417,-35.449444,7.586,15.00,,6.918,0.0
PGC 23997,128.343750,-22.973333,7.586,15.00,,1.698,114.0
PGC 40153,185.728750,15.821944,7.586,15.00,,6.761,170.0
PGC 16779,76.927917,-37.514444,7.413,15.00,,3.388,136.0
PGC 30197,154.978750,45.550000,7.413,15.00,,2.344,10.0
PGC 41823,188.611667,2.188889,7.413,15.00,,3.090,108.0
PGC 50779,213.292500,-65.338889,7.413,15.00,,3.090,36.0
PGC 930,3.514167,-23.180833,7.244,15.00,,4.786,158.0
PGC 13434,54.715417,-26.336389,7.244,15.00,,5.129,100.0
PGC 30087,154.570833,41.423889,7.244,15.00,,7.079,0.0
PGC 32192,161.690417,11.819444,7.244,15.00,,4.786,5.0
PGC 37617,179.399583,53.376389,7.244,15.00,,4.786,78.0
PGC 46400,199.730000,-21.039444,7.244,15.00,,6.457,0.0
PGC 14391,60.977500,-43.350833,7.079,15.00,,3.631,58.0
PGC 32007,160.990417,11.703333,7.079,15.00,,4.266,13.0
PGC 41812,188.585000,8.197500,7.079,15.00,,6.166,0.0
PGC 53499,224.593750,-1.090278,7.079,15.00,,2.138,88.0
PGC 1305,5.096250,59.293056,6.918,15.00,,6.166,0.0
PGC 10266,40.670000,-0.013333,6.918,15.00,,6.026,72.0
PGC 14659,63.179167,-57.737500,6.918,15.00,,1.820,94.0
PGC 41968,188.916250,12.556389,6.918,15.00,,6.457,0.0
PGC 52665,221.232917,1.955278,6.918,15.00,,1.122,176.0
PGC 68618,335.239167,-46.034444,6.918,15.00,,3.162,16.0
PGC 70096,344.324583,-41.069167,6.918,15.00,,4.677,125.0
PGC 25915,137.905833,60.037222,6.761,15.00,,2.951,93.0
PGC 26259,139.470417,-22.355833,6.761,15.00,,4.169,2.0
PGC 31968,160.879167,24.921944,6.761,15.00,,6.457,0.0
PGC 37061,177.758750,-28.806389,6.761,15.00,,4.467,48.0
PGC 38795,182.770417,50.485278,6.761,15.00,,1.230,66.0
PGC 41333,187.651250,41.643056,6.761,15.00,,2.138,151.0
PGC 60921,267.360417,70.144444,6.761,15.00,,2.239,123.0
PGC 5896,23.769583,-41.437222,6.607,15.00,,2.042,93.0
PGC 11819,47.438333,-20.581111,6.607,15.00,,5.754,99.0
PGC 28909,149.980833,-29.617222,6.607,15.00,,0.631,74.0
PGC 34160,168.321250,-26.755556,6.607,15.00,,3.548,104.0
PGC 49014,207.258750,49.410000,6.607,15.00,,3.388,59.0
PGC 10217,40.477500,59.603333,6.457,15.00,,5.754,0.0
PGC 11139,44.214583,-54.568056,6.457,15.00,,1.318,40.0
PGC 15941,71.425417,-59.249167,6.457,15.00,,5.370,128.0
PGC 17819,86.759583,-34.251389,6.457,15.00,,2.884,17.0
PGC 22338,119.562917,-49.850556,6.457,15.00,,0.977,153.0
PGC 32643,163.128750,36.619167,6.457,15.00,,1.549,38.0
PGC 37306,178.454583,52.326389,6.457,15.00,,3.311,12.0
PGC 40455,186.266250,12.886667,6.457,15.00,,5.754,133.0
PGC 43507,192.754167,-6.391389,6.457,15.00,,2.291,90.0
PGC 44600,194.862500,14.170556,6.457,15.00,,1.096,87.0
PGC 65603,313.025833,-69.203889,6.457,15.00,,0.977,145.0
PGC 6318,25.757500,13.643611,6.310,15.00,,2.399,6.0
PGC 6574,26.874583,27.333056,6.310,15.00,,2.344,150.0
PGC 13586,55.506250,-47.222778,6.310,15.00,,4.169,95.0
PGC 14241,59.955833,67.143889,6.310,15.00,,4.571,0.0
PGC 26561,140.755000,-32.450556,6.310,15.00,,1.318,38.0
PGC 33166,165.100417,28.975278,6.310,15.00,,4.467,80.0
PGC 40375,186.117917,7.317222,6.310,15.00,,4.677,40.0
PGC 41636,188.227083,31.541944,6.310,15.00,,4.467,0.0
PGC 53933,226.622500,55.763056,6.310,15.00,,2.692,128.0
PGC 67904,330.664583,-20.814444,6.310,15.00,,1.349,61.0
PGC 6595,26.974583,27.431944,6.166,15.00,,2.291,66.0
PGC 9057,35.769167,-21.233333,6.166,15.00,,2.754,77.0
PGC 9962,39.450417,-61.338333,6.166,15.00,,1.096,42.0
PGC 10208,40.438333,0.442222,6.166,15.00,,2.951,104.0
PGC 12412,49.920000,-19.411111,6.166,15.00,,3.467,105.0
PGC 13059,52.784583,-33.628889,6.166,15.00,,3.162,11.0
PGC 16709,76.312500,-37.979722,6.166,15.00,,3.020,136.0
PGC 2801154,99.932083,-27.243611,6.166,15.00,,4.786,37.0
PGC 25950,138.077917,-24.173056,6.166,15.00,,2.754,72.0
PGC 29530,152.280833,-29.064167,6.166,15.00,,3.090,1.0
PGC 30887,157.303333,-44.123056,6.166,15.00,,1.820,97.0
PGC 33385,165.848750,-23.086389,6.166,15.00,,1.905,76.0
PGC 37258,178.307083,60.675278,6.166,15.00,,3.631,15.0
PGC 38739,182.636250,39.405278,6.166,15.00,,4.786,50.0
PGC 39907,185.301667,18.382222,6.166,15.00,,4.074,72.0
PGC 40001,185.479167,4.474444,6.166,15.00,,5.495,0.0
PGC 43276,192.149167,-5.800556,6.166,15.00,,3.981,86.0
PGC 50966,214.018750,-48.127778,6.166,15.00,,3.236,115.0
PGC 71001,349.596667,-42.369722,6.166,15.00,,2.512,156.0
PGC 7525,29.833333,19.007778,6.026,15.00,,3.311,131.0
PGC 13602,55.547917,-29.894722,6.026,15.00,,2.630,131.0
PGC 16517,74.992500,-26.026667,6.026,15.00,,2.455,165.0
PGC 19531,101.204167,-27.638333,6.026,15.00,,2.754,164.0
PGC 32617,163.067500,36.594167,6.026,15.00,,1.514,88.0
PGC 35539,172.883333,-30.307778,6.026,15.00,,1.445,32.0
PGC 41789,188.535833,2.652222,6.026,15.00,,1.862,68.0
PGC 42408,190.001250,61.608889,6.026,15.00,,2.455,125.0
PGC 43671,193.091667,-1.199722,6.026,15.00,,2.818,88.0
PGC 45084,195.820417,-17.423056,6.026,15.00,,0.977,104.0
PGC 45314,196.456250,37.604444,6.026,15.00,,5.495,0.0
PGC 49676,209.475000,-29.315833,6.026,15.00,,1.047,18.0
PGC 50942,213.892083,36.226389,6.026,15.00,,0.759,114.0
PGC 51233,215.083333,3.933333,6.026,15.00,,2.138,35.0
PGC 14765,64.042917,-55.780833,5.888,15.00,,3.890,150.0
PGC 21033,111.766250,80.177500,5.888,15.00,,3.236,178.0
PGC 28120,146.814583,67.917500,5.888,15.00,,3.020,143.0
PGC 35164,171.534167,43.586389,5.888,15.00,,3.236,178.0
PGC 38524,182.026250,65.173889,5.888,15.00,,4.571,95.0
PGC 47413,202.496667,47.267778,5.888,15.00,,4.677,79.0
PGC 69994,343.752500,-39.661389,5.888,15.00,,1.738,43.0
PGC 701,2.485417,-24.963056,5.754,15.00,,1.585,44.0
PGC 14508,61.943750,69.812500,5.754,15.00,,4.786,90.0
PGC 21375,114.116250,-47.634722,5.754,15.00,,2.399,122.0
PGC 32183,161.651250,63.224444,5.754,15.00,,3.631,176.0
PGC 38361,181.503750,47.477500,5.754,15.00,,1.479,20.0
PGC 40850,186.860833,11.107500,5.754,15.00,,2.570,0.0
PGC 45849,198.049167,44.038056,5.754,15.00,,0.741,28.0
PGC 70094,344.305417,-43.395833,5.754,15.00,,4.074,138.0
PGC 13505,55.051250,-18.581111,5.623,15.00,,5.129,0.0
PGC 14397,61.012083,-54.102778,5.623,15.00,,1.380,20.0
PGC 21102,112.216250,69.208611,5.623,15.00,,1.950,31.0
PGC 38302,181.390417,50.539444,5.623,15.00,,2.138,43.0
PGC 38688,182.494167,46.457500,5.623,15.00,,1.148,103.0
PGC 41024,187.123333,17.084444,5.623,15.00,,4.266,173.0
PGC 42168,189.432917,11.818333,5.623,15.00,,4.365,88.0
PGC 45562,197.159167,-49.504722,5.623,15.00,,3.090,161.0
PGC 46661,200.444167,-27.431389,5.623,15.00,,4.898,124.0
PGC 49044,207.313333,60.190278,5.623,15.00,,3.467,95.0
PGC 60001,259.246667,-62.819722,5.623,15.00,,3.548,119.0
PGC 62066,278.602917,-58.497778,5.623,15.00,,1.585,149.0
PGC 64413,304.233333,-70.767778,5.623,15.00,,2.291,45.0
PGC 5849,23.577500,-29.417500,5.495,15.00,,4.365,119.0
PGC 12923,52.079167,-31.068056,5.495,15.00,,3.388,167.0
PGC 13255,53.755000,-24.933611,5.495,15.00,,3.631,134.0
PGC 17436,83.339583,-21.946944,5.495,15.00,,2.291,31.0
PGC 29653,152.752083,-4.691667,5.495,15.00,,4.677,135.0
PGC 32292,162.070417,12.628611,5.495,15.00,,3.162,53.0
PGC 40581,186.445417,12.662222,5.495,15.00,,1.349,91.0
PGC 42628,190.509167,11.647778,5.495,15.00,,3.981,164.0
PGC 44392,194.503750,1.575556,5.495,15.00,,1.230,85.0
PGC 45749,197.734583,37.058056,5.495,15.00,,2.089,74.0
PGC 51288,215.306667,-46.298333,5.495,15.00,,0.977,126.0
PGC 59373,254.762083,-60.217500,5.495,15.00,,3.981,48.0
PGC 60459,263.100417,7.060556,5.495,15.00,,2.754,14.0
PGC 9888,39.067500,25.423889,5.370,15.00,,0.933,133.0
PGC 12916,52.024167,-8.388333,5.370,15.00,,1.349,166.0
PGC 13318,54.114583,-34.975278,5.370,15.00,,2.951,3.0
PGC 13419,54.623333,-23.027778,5.370,15.00,,4.365,104.0
PGC 18797,94.657083,78.355833,5.370,15.00,,3.388,123.0
PGC 35676,173.338333,47.028889,5.370,15.00,,3.631,14.0
PGC 41934,188.860417,14.495833,5.370,15.00,,4.467,0.0
PGC 18536,92.539583,-34.106111,5.248,15.00,,1.259,175.0
PGC 25886,137.705833,-8.889444,5.248,15.00,,0.977,10.0
PGC 27135,143.336250,-33.032500,5.248,15.00,,1.072,89.0
PGC 29146,150.833750,68.733611,5.248,15.00,,4.365,45.0
PGC 31671,159.790000,41.687222,5.248,15.00,,2.818,36.0
PGC 38068,180.790000,44.531389,5.248,15.00,,4.266,135.0
PGC 39724,184.960417,29.614167,5.248,15.00,,2.239,102.0
PGC 39974,185.426250,14.597778,5.248,15.00,,0.912,178.0
PGC 40973,187.045417,44.092500,5.248,15.00,,3.311,46.0
PGC 47321,202.307500,-33.174722,5.248,15.00,,1.862,77.0
PGC 48171,204.513333,-17.883611,5.248,15.00,,4.365,169.0
PGC 71948,354.460417,-47.726944,5.248,15.00,,0.501,127.0
PGC 6166,25.006667,33.070556,5.129,15.00,,2.239,87.0
PGC 7671,30.320000,28.837222,5.129,15.00,,1.259,1.0
PGC 14936,65.306250,-21.845000,5.129,15.00,,1.995,131.0
PGC 15405,67.917083,-54.601944,5.129,15.00,,2.455,112.0
PGC 21373,114.099583,-69.530556,5.129,15.00,,3.715,23.0
PGC 28186,147.148333,33.421944,5.129,15.00,,1.259,78.0
PGC 31883,160.531250,13.747500,5.129,15.00,,3.090,142.0
PGC 32256,161.957083,12.581667,5.129,15.00,,4.677,0.0
PGC 34257,168.654167,12.817500,5.129,15.00,,1.995,92.0
PGC 35616,173.144167,53.067778,5.129,15.00,,2.512,180.0
PGC 39432,184.390833,22.540000,5.129,15.00,,0.372,82.0
PGC 39578,184.706250,14.416667,5.129,15.00,,4.467,0.0
PGC 51210,214.948333,56.729167,5.129,15.00,,3.162,32.0
PGC 51969,218.172083,-44.173333,5.129,15.00,,4.365,88.0
PGC 56219,237.855833,62.310556,5.129,15.00,,2.138,28.0
PGC 67908,330.671667,-51.296667,5.129,15.00,,3.631,104.0
PGC 70090,344.293333,-36.463333,5.129,15.00,,3.548,43.0
PGC 218,0.812083,16.145556,5.012,15.00,,2.239,134.0
PGC 3097691,6.545000,-11.053889,5.012,15.00,,4.365,0.0
PGC 2437,10.146250,-13.873889,5.012,15.00,,3.090,163.0
PGC 4946,20.445417,5.256389,5.012,15.00,,3.631,15.0
PGC 13809,56.578333,-34.942500,5.012,15.00,,1.349,132.0
PGC 213642,147.830833,15.687500,5.012,15.00,,1.288,34.0
PGC 34889,170.574167,59.074167,5.012,15.00,,4.266,105.0
PGC 36699,176.532500,47.494722,5.012,15.00,,1.148,36.0
PGC 38693,182.507917,39.883333,5.012,15.00,,2.692,100.0
PGC 39241,183.961250,47.091667,5.012,15.00,,1.479,50.0
PGC 45170,196.060417,-10.339167,5.012,15.00,,2.188,5.0
PGC 48334,204.983333,-31.643333,5.012,15.00,,2.089,43.0
PGC 49555,209.049583,5.015278,5.012,15.00,,2.692,58.0
PGC 55459,233.509167,56.686944,5.012,15.00,,0.776,52.0
PGC 58547,248.807083,-58.080000,5.012,15.00,,3.890,0.0
PGC 70304,345.541250,-39.569167,5.012,15.00,,1.778,22.0
PGC 11479,45.657500,-22.867778,4.898,15.00,,3.548,129.0
PGC 14757,63.933333,-55.591667,4.898,15.00,,4.169,138.0
PGC 18883,95.416667,-27.234167,4.898,15.00,,4.365,69.0
PGC 23423,125.207500,16.651389,4.898,15.00,,3.162,173.0
PGC 28913,150.000000,5.332222,4.898,15.00,,3.162,110.0
PGC 38370,181.535417,49.582222,4.898,15.00,,1.445,165.0
PGC 40732,186.682917,10.904444,4.898,15.00,,3.715,26.0
PGC 42857,190.987083,13.126111,4.898,15.00,,2.692,122.0
PGC 43375,192.411667,15.165000,4.898,15.00,,1.259,27.0
PGC 48130,204.385000,8.885000,4.898,15.00,,3.090,125.0
PGC 6699,27.380833,32.589167,4.786,15.00,,0.871,38.0
PGC 13433,54.715417,-35.593333,4.786,15.00,,3.802,163.0
PGC 17027,79.162083,-37.102222,4.786,15.00,,0.832,76.0
PGC 29892,153.676250,-28.872222,4.786,15.00,,1.549,55.0
PGC 37691,179.630833,43.947500,4.786,15.00,,1.175,65.0
PGC 37760,179.855000,50.961111,4.786,15.00,,0.955,178.0
PGC 38711,182.560000,-29.736667,4.786,15.00,,1.259,177.0
PGC 38943,183.194167,10.868611,4.786,15.00,,1.380,31.0
PGC 38988,183.322083,43.697500,4.786,15.00,,0.692,166.0
PGC 40950,187.015833,9.803611,4.786,15.00,,1.995,87.0
PGC 44992,195.586667,-50.333611,4.786,15.00,,1.175,33.0
PGC 49050,207.324167,-36.061389,4.786,15.00,,3.715,95.0
PGC 57582,243.604583,-0.207500,4.786,15.00,,0.562,90.0
PGC 6983,28.251667,-13.738889,4.677,15.00,,2.455,142.0
PGC 13912,57.281667,-48.858056,4.677,15.00,,0.891,81.0
PGC 18749,94.091667,-21.372500,4.677,15.00,,2.754,116.0
PGC 19811,103.472917,-40.862222,4.677,15.00,,0.891,46.0
PGC 26410,140.083750,64.103333,4.677,15.00,,3.715,151.0
PGC 28868,149.860000,30.746389,4.677,15.00,,2.884,0.0
PGC 30895,157.333333,29.492222,4.677,15.00,,1.995,55.0
PGC 33234,165.317500,3.628889,4.677,15.00,,1.023,20.0
PGC 34426,169.227083,18.052778,4.677,15.00,,4.074,120.0
PGC 37036,177.689167,51.824167,4.677,15.00,,1.047,76.0
PGC 39183,183.820000,13.023611,4.677,15.00,,0.851,0.0
PGC 41104,187.250417,13.978333,4.677,15.00,,3.802,110.0
PGC 42336,189.827917,-0.531389,4.677,15.00,,1.318,93.0
PGC 46247,199.242500,-16.633889,4.677,15.00,,2.951,172.0
PGC 47368,202.402083,58.420278,4.677,15.00,,2.754,5.0
PGC 166170,204.147917,-29.571389,4.677,15.00,,1.950,0.0
PGC 50216,211.256667,53.662222,4.677,15.00,,3.467,79.0
PGC 51106,214.612917,-43.388611,4.677,15.00,,2.089,126.0
PGC 67878,330.514167,-31.972778,4.677,15.00,,3.802,145.0
PGC 71066,349.836667,-42.256389,4.677,15.00,,1.549,55.0
PGC 71538,352.150833,14.743056,4.677,15.00,,2.754,120.0
PGC 1525,6.011250,16.486389,4.571,15.00,,0.589,55.0
PGC 9359,36.906250,-1.155556,4.571,15.00,,3.388,132.0
PGC 9899,39.116250,38.969167,4.571,15.00,,4.266,0.0
PGC 10670,42.286250,2.127222,4.571,15.00,,3.715,60.0
PGC 15018,65.862500,75.296111,4.571,15.00,,2.512,81.0
PGC 25069,133.912083,78.223611,4.571,15.00,,2.818,16.0
PGC 28517,148.420000,1.579167,4.571,15.00,,0.741,112.0
PGC 31923,160.675833,34.448889,4.571,15.00,,4.266,0.0
PGC 38440,181.762500,43.065556,4.571,15.00,,0.871,0.0
PGC 42069,189.143333,11.238333,4.571,15.00,,2.399,0.0
PGC 42970,191.275417,3.055278,4.571,15.00,,4.571,0.0
PGC 42975,191.284583,-0.463611,4.571,15.00,,1.549,22.0
PGC 43296,192.204167,-41.310833,4.571,15.00,,2.818,88.0
PGC 45313,196.452917,-8.020278,4.571,15.00,,1.175,6.0
PGC 48815,206.598333,43.872222,4.571,15.00,,1.023,146.0
PGC 51503,216.340417,39.540000,4.571,15.00,,0.309,71.0
PGC 55725,234.905000,59.331389,4.571,15.00,,2.291,15.0
PGC 57924,245.452083,-2.283889,4.571,15.00,,1.820,80.0
PGC 59175,253.194167,-59.216389,4.571,15.00,,2.884,1.0
PGC 59635,256.750417,-62.083056,4.571,15.00,,0.661,136.0
PGC 70324,345.693750,-40.834722,4.571,15.00,,0.912,76.0
PGC 71866,354.065000,-37.938889,4.571,15.00,,2.042,171.0
PGC 10588,41.990833,3.885556,4.467,15.00,,4.074,0.0
PGC 11836,47.510417,-53.334722,4.467,15.00,,1.950,82.0
PGC 12041,48.538333,-2.822500,4.467,15.00,,1.820,86.0
PGC 12709,50.986250,-36.464167,4.467,15.00,,3.162,66.0
PGC 12737,51.106667,-21.543889,4.467,15.00,,1.660,53.0
PGC 14526,62.100000,-47.897222,4.467,15.00,,1.778,78.0
PGC 25065,133.895000,58.733611,4.467,15.00,,2.138,38.0
PGC 25926,137.977083,-20.116667,4.467,15.00,,0.398,166.0
PGC 29855,153.561667,3.466389,4.467,15.00,,2.692,45.0
PGC 31760,160.077917,-48.569722,4.467,15.00,,3.388,81.0
PGC 33705,166.956250,-46.524167,4.467,15.00,,1.380,141.0
PGC 37689,179.623333,38.075278,4.467,15.00,,2.291,70.0
PGC 38897,183.086667,29.207500,4.467,15.00,,0.891,134.0
PGC 40498,186.325000,-39.758889,4.467,15.00,,2.512,61.0
PGC 43656,193.073333,11.313889,4.467,15.00,,2.344,22.0
PGC 46330,199.520000,-26.836389,4.467,15.00,,3.236,117.0
PGC 64980,308.586667,-31.980556,4.467,15.00,,1.230,7.0
PGC 68389,333.730000,-66.849167,4.467,15.00,,0.617,28.0
PGC 7544,29.925000,-5.964722,4.365,15.00,,1.698,0.0
PGC 9843,38.864167,-9.354722,4.365,15.00,,1.950,111.0
PGC 10052,39.819583,40.873889,4.365,15.00,,1.230,96.0
PGC 11812,47.408333,-41.030278,4.365,15.00,,1.778,166.0
PGC 12838,51.569167,-21.334444,4.365,15.00,,3.311,122.0
PGC 18437,91.873750,-61.807222,4.365,15.00,,0.813,40.0
PGC 20498,108.792083,-27.955278,4.365,15.00,,2.692,160.0
PGC 22746,121.545417,-27.527778,4.365,15.00,,2.754,151.0
PGC 25861,137.583750,7.037500,4.365,15.00,,3.467,160.0
PGC 32774,163.662083,54.305278,4.365,15.00,,1.479,65.0
PGC 34778,170.278333,3.235000,4.365,15.00,,3.802,100.0
PGC 35440,172.531667,9.276667,4.365,15.00,,1.778,122.0
PGC 37229,178.205000,44.121389,4.365,15.00,,4.266,0.0
PGC 38346,181.475417,-14.526111,4.365,15.00,,1.514,63.0
PGC 38567,182.175000,36.802778,4.365,15.00,,1.514,85.0
PGC 38950,183.216667,1.300278,4.365,15.00,,1.175,161.0
PGC 40095,185.630833,15.538056,4.365,15.00,,1.047,170.0
PGC 41441,187.850000,25.774722,4.365,15.00,,4.169,0.0
PGC 44582,194.838750,-15.042222,4.365,15.00,,1.820,38.0
PGC 49547,209.030417,5.254722,4.365,15.00,,2.884,135.0
PGC 62453,282.239167,-65.173889,4.365,15.00,,3.020,32.0
PGC 67266,326.068333,-75.112500,4.365,15.00,,2.399,64.0
PGC 69253,338.942500,-26.051111,4.365,15.00,,1.862,3.0
PGC 685215,343.087917,-32.840833,4.365,15.00,,2.512,57.0
PGC 70800,348.702500,-43.598889,4.365,15.00,,1.905,17.0
PGC 143679,10.199583,-59.485000,4.266,15.00,,2.042,25.0
PGC 14030,58.260000,35.589444,4.266,15.00,,2.089,40.0
PGC 14695,63.419583,-31.645278,4.266,15.00,,2.692,102.0
PGC 19619,101.928333,-26.753056,4.266,15.00,,3.162,130.0
