name,ra,dec,diameter,mag,alias,minorDiameter,anglePA
PGC 29453,151.960833,34.315833,1.047,15.00,,0.794,180.0
PGC 29475,152.051250,9.976667,1.047,15.00,,0.589,28.0
PGC 29525,152.255000,-40.317500,1.047,15.00,,0.776,128.0
PGC 29541,152.321667,-43.331944,1.047,15.00,,0.794,56.0
PGC 29603,152.568333,32.276944,1.047,15.00,,0.676,0.0
PGC 29663,152.791667,-20.868611,1.047,15.00,,0.851,143.0
PGC 1596323,152.972083,19.543889,1.047,15.00,,0.468,48.0
PGC 29826,153.502917,14.500000,1.047,15.00,,0.794,68.0
PGC 29882,153.670833,-9.939444,1.047,15.00,,0.955,0.0
PGC 29944,153.860000,58.895000,1.047,15.00,,0.288,0.0
PGC 154977,153.862083,-13.105000,1.047,15.00,,0.209,20.0
PGC 29943,153.876667,14.040556,1.047,15.00,,0.282,97.0
PGC 30004,154.114167,-45.851111,1.047,15.00,,0.355,24.0
PGC 30016,154.207083,-20.635000,1.047,15.00,,0.417,128.0
PGC 2792416,154.445833,-65.867500,1.047,15.00,,0.708,0.0
PGC 2792418,154.495833,-62.751944,1.047,15.00,,0.129,0.0
PGC 30084,154.520833,60.346667,1.047,15.00,,0.186,80.0
PGC 30098,154.615833,-6.311944,1.047,15.00,,0.776,156.0
PGC 2792435,154.639583,-63.623611,1.047,15.00,,0.148,0.0
PGC 30120,154.702917,38.469722,1.047,15.00,,0.447,3.0
PGC 30153,154.807500,59.130833,1.047,15.00,,0.372,75.0
PGC 30187,154.925417,52.064444,1.047,15.00,,0.347,172.0
PGC 30182,154.928333,22.452778,1.047,15.00,,0.263,90.0
PGC 610243,154.987917,-38.326667,1.047,15.00,,0.646,56.0
PGC 2792474,155.115417,-49.381667,1.047,15.00,,0.708,0.0
PGC 30283,155.322917,19.651111,1.047,15.00,,0.832,130.0
PGC 30317,155.438333,-18.410833,1.047,15.00,,0.603,174.0
PGC 30423,155.805417,-3.233889,1.047,15.00,,0.513,2.0
PGC 30432,155.849167,12.835000,1.047,15.00,,0.794,174.0
PGC 30475,155.935000,78.873333,1.047,15.00,,0.724,115.0
PGC 30503,156.094583,41.706944,1.047,15.00,,0.871,13.0
PGC 30621,156.453750,-29.601944,1.047,15.00,,0.851,165.0
PGC 30641,156.532917,-41.719167,1.047,15.00,,0.380,142.0
PGC 30708,156.734167,-24.088889,1.047,15.00,,0.794,145.0
PGC 30759,156.892917,-10.720278,1.047,15.00,,0.339,159.0
PGC 30835,157.158750,-32.922222,1.047,15.00,,0.170,124.0
PGC 30849,157.195833,-35.658333,1.047,15.00,,0.851,169.0
PGC 469598,157.565000,-50.130000,1.047,15.00,,0.380,152.0
PGC 83128,157.605000,-35.563611,1.047,15.00,,0.347,47.0
PGC 31003,157.643333,53.510278,1.047,15.00,,0.813,0.0
PGC 31021,157.750417,-40.178333,1.047,15.00,,0.269,166.0
PGC 992796,157.885833,-9.297778,1.047,15.00,,0.200,172.0
PGC 31081,157.930833,25.307500,1.047,15.00,,0.759,0.0
PGC 31091,157.977500,-28.627222,1.047,15.00,,0.724,147.0
PGC 31213,158.376250,-18.465000,1.047,15.00,,0.224,144.0
PGC 31255,158.534583,-37.202778,1.047,15.00,,0.182,55.0
PGC 31346,158.822083,-17.276944,1.047,15.00,,0.589,62.0
PGC 31355,158.840417,-27.695833,1.047,15.00,,0.245,96.0
PGC 31433,159.087500,58.619722,1.047,15.00,,0.724,0.0
PGC 681849,159.191667,-33.047500,1.047,15.00,,0.437,11.0
PGC 31514,159.268750,-25.344444,1.047,15.00,,0.282,144.0
PGC 31515,159.270000,-27.400000,1.047,15.00,,0.661,83.0
PGC 31595,159.491667,-43.925278,1.047,15.00,,0.234,101.0
PGC 31611,159.535417,-2.640556,1.047,15.00,,0.447,117.0
PGC 91040,160.012500,6.020556,1.047,15.00,,0.282,38.0
PGC 31765,160.106250,-27.881111,1.047,15.00,,0.676,171.0
PGC 101366,160.359167,-46.287222,1.047,15.00,,0.339,99.0
PGC 31846,160.374167,50.812500,1.047,15.00,,0.151,74.0
PGC 31857,160.434167,-37.143333,1.047,15.00,,0.282,164.0
PGC 32190,161.681250,-39.616111,1.047,15.00,,0.240,26.0
PGC 32351,162.256250,-0.640278,1.047,15.00,,0.661,9.0
PGC 32391,162.359583,-47.869444,1.047,15.00,,0.288,109.0
PGC 32396,162.368333,4.799444,1.047,15.00,,0.490,68.0
PGC 32417,162.439167,-39.853889,1.047,15.00,,0.692,48.0
PGC 32685,163.318750,-22.319167,1.047,15.00,,0.562,179.0
PGC 1885372,163.433750,29.978333,1.047,15.00,,0.447,24.0
PGC 32974,164.500417,-18.427500,1.047,15.00,,0.871,67.0
PGC 32992,164.552917,20.106389,1.047,15.00,,0.112,12.0
PGC 33076,164.794167,-18.271667,1.047,15.00,,0.513,65.0
PGC 3073574,164.839583,-43.473889,1.047,15.00,,0.871,54.0
PGC 33136,164.992500,50.902500,1.047,15.00,,0.813,100.0
PGC 170101,165.125000,-13.866667,1.047,15.00,,0.355,150.0
PGC 33300,165.572083,-42.372500,1.047,15.00,,0.363,100.0
PGC 33320,165.632500,3.112778,1.047,15.00,,0.275,3.0
PGC 33374,165.805417,-15.329444,1.047,15.00,,0.417,42.0
PGC 33468,166.183750,-15.293611,1.047,15.00,,0.234,156.0
PGC 33510,166.288333,-0.797222,1.047,15.00,,0.380,130.0
PGC 33499,166.289583,-48.444167,1.047,15.00,,0.501,125.0
PGC 170108,166.517917,-12.430556,1.047,15.00,,0.468,47.0
PGC 33619,166.683750,-48.483889,1.047,15.00,,0.724,8.0
PGC 33620,166.713750,23.015833,1.047,15.00,,0.676,90.0
PGC 33644,166.768750,-51.158889,1.047,15.00,,0.200,60.0
PGC 33869,167.485833,7.233056,1.047,15.00,,0.240,106.0
PGC 33996,167.816667,-4.841389,1.047,15.00,,0.617,61.0
PGC 34071,168.014167,27.590000,1.047,15.00,,1.000,0.0
PGC 34082,168.050833,-38.127778,1.047,15.00,,0.257,3.0
PGC 1755370,168.727917,25.923889,1.047,15.00,,0.191,115.0
PGC 34471,169.341250,27.673611,1.047,15.00,,0.288,165.0
PGC 1030706,169.367500,-6.621944,1.047,15.00,,0.302,168.0
PGC 34492,169.403333,-3.171111,1.047,15.00,,0.468,2.0
PGC 34726,170.162917,52.625278,1.047,15.00,,0.380,91.0
PGC 34741,170.192917,56.699444,1.047,15.00,,0.692,7.0
PGC 34747,170.199583,0.469167,1.047,15.00,,0.288,162.0
PGC 1005066,170.286667,-8.330556,1.047,15.00,,0.229,179.0
PGC 1041859,170.388750,-5.665833,1.047,15.00,,0.309,120.0
PGC 34870,170.490000,34.948889,1.047,15.00,,0.148,143.0
PGC 35039,171.092500,39.244722,1.047,15.00,,0.676,0.0
PGC 35142,171.437083,14.676944,1.047,15.00,,0.427,32.0
PGC 35154,171.486667,-38.056389,1.047,15.00,,0.661,160.0
PGC 35293,172.077500,26.760278,1.047,15.00,,0.589,100.0
PGC 35264,172.189583,79.600556,1.047,15.00,,0.617,0.0
PGC 35375,172.301250,41.777500,1.047,15.00,,0.550,22.0
PGC 891484,172.776250,-16.926667,1.047,15.00,,0.741,66.0
PGC 35517,172.802083,34.203056,1.047,15.00,,0.661,179.0
PGC 35549,172.936250,34.333056,1.047,15.00,,0.589,152.0
PGC 35852,173.931667,58.192500,1.047,15.00,,0.813,110.0
PGC 35862,173.985417,-48.486667,1.047,15.00,,0.331,146.0
PGC 35945,174.225000,54.823611,1.047,15.00,,0.977,0.0
PGC 919762,174.563750,-14.802222,1.047,15.00,,0.209,43.0
PGC 36049,174.590417,-16.442222,1.047,15.00,,0.776,178.0
PGC 36093,174.729167,3.580833,1.047,15.00,,0.513,32.0
PGC 36117,174.791250,-50.668889,1.047,15.00,,0.832,20.0
PGC 36133,174.817917,20.427778,1.047,15.00,,0.407,72.0
PGC 36203,175.077917,17.765278,1.047,15.00,,0.245,85.0
PGC 36329,175.508333,62.154444,1.047,15.00,,0.229,176.0
PGC 36412,175.793750,14.223056,1.047,15.00,,0.661,0.0
PGC 36439,175.862917,52.711111,1.047,15.00,,0.575,102.0
PGC 36475,175.977083,10.784722,1.047,15.00,,0.513,84.0
PGC 36492,176.016667,-52.610833,1.047,15.00,,0.891,139.0
PGC 36574,176.196250,20.125000,1.047,15.00,,0.708,34.0
PGC 36614,176.291250,-1.762778,1.047,15.00,,0.603,176.0
PGC 36624,176.323750,-43.658333,1.047,15.00,,0.813,174.0
PGC 36645,176.345833,-9.002778,1.047,15.00,,0.708,156.0
PGC 1029314,177.685000,-6.742778,1.047,15.00,,0.380,0.0
PGC 37056,177.759583,20.799722,1.047,15.00,,0.871,122.0
PGC 37183,178.100000,32.404167,1.047,15.00,,0.501,114.0
PGC 37321,178.504167,6.343333,1.047,15.00,,0.417,102.0
PGC 37643,179.487500,25.144444,1.047,15.00,,0.324,2.0
PGC 37722,179.720000,45.731944,1.047,15.00,,0.851,0.0
PGC 37729,179.754167,25.222778,1.047,15.00,,1.000,0.0
PGC 37772,179.873333,-19.331667,1.047,15.00,,0.617,166.0
PGC 37861,180.130833,8.863889,1.047,15.00,,0.302,72.0
PGC 37961,180.430833,59.538333,1.047,15.00,,0.355,133.0
PGC 38182,181.080833,79.409167,1.047,15.00,,0.589,31.0
PGC 38287,181.347917,17.919444,1.047,15.00,,0.316,98.0
PGC 38326,181.426667,8.989444,1.047,15.00,,0.513,73.0
PGC 166121,181.653750,54.765833,1.047,15.00,,0.275,61.0
PGC 38482,181.859167,65.411944,1.047,15.00,,0.871,0.0
PGC 38570,182.190000,-24.044167,1.047,15.00,,0.145,123.0
PGC 38653,182.399167,6.743611,1.047,15.00,,0.501,0.0
PGC 38769,182.701667,-46.865833,1.047,15.00,,0.214,116.0
PGC 38803,182.791667,13.587778,1.047,15.00,,0.550,4.0
PGC 38888,183.062917,12.488611,1.047,15.00,,0.631,165.0
PGC 38929,183.159167,-32.583333,1.047,15.00,,0.537,18.0
PGC 38972,183.280417,-47.280000,1.047,15.00,,0.170,104.0
PGC 39159,183.766250,13.031944,1.047,15.00,,0.912,0.0
PGC 39192,183.847500,-35.058611,1.047,15.00,,0.407,61.0
PGC 39203,183.889583,51.913056,1.047,15.00,,0.178,62.0
PGC 39316,184.125417,52.228333,1.047,15.00,,0.562,140.0
PGC 39548,184.651250,-27.456944,1.047,15.00,,0.525,88.0
PGC 39835,185.143333,-6.928611,1.047,15.00,,0.234,122.0
PGC 39869,185.226667,14.992500,1.047,15.00,,0.603,57.0
PGC 40189,185.795417,-13.204722,1.047,15.00,,0.912,7.0
PGC 40292,185.988750,-40.271111,1.047,15.00,,0.447,118.0
PGC 1238695,186.055000,2.834722,1.047,15.00,,0.309,178.0
PGC 1261911,186.163750,3.995556,1.047,15.00,,0.389,107.0
PGC 40488,186.310417,11.849444,1.047,15.00,,0.417,41.0
PGC 40496,186.326250,-43.446944,1.047,15.00,,0.676,120.0
PGC 40501,186.333750,28.381111,1.047,15.00,,0.447,94.0
PGC 40541,186.400000,10.251389,1.047,15.00,,0.138,0.0
PGC 40579,186.444583,4.509722,1.047,15.00,,0.447,166.0
PGC 40735,186.682917,-39.134167,1.047,15.00,,0.851,102.0
PGC 40783,186.747500,22.639444,1.047,15.00,,0.955,0.0
PGC 41013,187.113750,18.415278,1.047,15.00,,0.832,63.0
PGC 41042,187.293333,81.869722,1.047,15.00,,0.794,0.0
PGC 41473,187.919583,3.926667,1.047,15.00,,0.871,106.0
PGC 41494,187.964167,12.656944,1.047,15.00,,0.708,141.0
PGC 41521,188.010000,46.346944,1.047,15.00,,0.234,150.0
PGC 41531,188.013333,16.686944,1.047,15.00,,0.575,40.0
PGC 41647,188.239583,4.577500,1.047,15.00,,0.631,0.0
PGC 41747,188.454583,-37.755556,1.047,15.00,,0.631,47.0
PGC 41982,188.980833,-2.901667,1.047,15.00,,0.631,53.0
PGC 42068,189.145417,8.054167,1.047,15.00,,0.676,34.0
PGC 42104,189.245417,16.285000,1.047,15.00,,0.550,0.0
PGC 42170,189.436667,-20.572222,1.047,15.00,,0.186,116.0
PGC 42313,189.790000,-34.780833,1.047,15.00,,0.513,130.0
PGC 922239,189.902083,-14.621389,1.047,15.00,,0.214,94.0
PGC 42549,190.316250,-5.009167,1.047,15.00,,0.490,67.0
PGC 42650,190.547083,-25.428611,1.047,15.00,,0.339,122.0
PGC 42824,190.895833,-35.746667,1.047,15.00,,0.851,149.0
PGC 42909,191.117083,-3.005278,1.047,15.00,,0.562,149.0
PGC 42962,191.239583,-40.775833,1.047,15.00,,0.186,140.0
PGC 43044,191.493333,45.199167,1.047,15.00,,0.617,154.0
PGC 43055,191.530833,-37.021389,1.047,15.00,,0.933,32.0
PGC 43316,192.270833,-12.886389,1.047,15.00,,0.603,42.0
PGC 43355,192.358750,-41.463333,1.047,15.00,,0.468,86.0
PGC 158144,192.787083,-3.927500,1.047,15.00,,0.209,111.0
PGC 183352,193.031667,-8.328889,1.047,15.00,,0.257,26.0
PGC 707188,193.146250,-31.266389,1.047,15.00,,0.537,50.0
PGC 1063394,193.277917,-4.061389,1.047,15.00,,0.380,90.0
PGC 43778,193.327083,-44.576667,1.047,15.00,,0.120,116.0
PGC 43821,193.416667,-26.654167,1.047,15.00,,0.871,162.0
PGC 43875,193.522500,27.069167,1.047,15.00,,0.288,2.0
PGC 44270,194.306250,-44.263889,1.047,15.00,,0.251,127.0
PGC 44329,194.391667,28.483056,1.047,15.00,,0.851,150.0
PGC 44416,194.538333,28.708889,1.047,15.00,,0.324,84.0
PGC 44524,194.732500,27.833333,1.047,15.00,,0.162,72.0
PGC 1042017,194.788333,-5.654167,1.047,15.00,,0.240,32.0
PGC 44685,194.992083,2.049444,1.047,15.00,,0.575,177.0
PGC 44721,195.047500,-50.916667,1.047,15.00,,0.603,173.0
PGC 44734,195.090833,80.121944,1.047,15.00,,0.617,70.0
PGC 44819,195.202917,28.158889,1.047,15.00,,0.933,0.0
PGC 44834,195.225833,-36.120833,1.047,15.00,,0.245,16.0
PGC 44843,195.236667,-51.610556,1.047,15.00,,0.589,7.0
PGC 44862,195.275833,-31.435000,1.047,15.00,,0.339,90.0
PGC 44956,195.516667,-7.602778,1.047,15.00,,0.562,9.0
PGC 45039,195.700417,6.785556,1.047,15.00,,0.117,134.0
PGC 1089835,195.719167,-2.517500,1.047,15.00,,0.562,9.0
PGC 45056,195.755417,-32.841111,1.047,15.00,,0.708,100.0
PGC 45198,196.129167,-42.235278,1.047,15.00,,0.468,170.0
PGC 45259,196.311667,-0.375000,1.047,15.00,,0.170,98.0
PGC 45288,196.385000,-32.960833,1.047,15.00,,0.575,89.0
PGC 45362,196.576250,10.376944,1.047,15.00,,0.912,124.0
PGC 877919,197.023333,-17.763611,1.047,15.00,,0.372,58.0
PGC 45559,197.157917,43.737500,1.047,15.00,,0.794,134.0
PGC 45560,197.174583,52.773889,1.047,15.00,,0.977,0.0
PGC 45616,197.333750,-31.892222,1.047,15.00,,0.331,69.0
PGC 45631,197.389167,53.493611,1.047,15.00,,0.380,160.0
PGC 45644,197.421250,-1.048333,1.047,15.00,,0.562,48.0
PGC 45719,197.641667,34.636389,1.047,15.00,,0.457,147.0
PGC 45727,197.654167,-37.300556,1.047,15.00,,0.295,143.0
PGC 45828,198.009167,44.814444,1.047,15.00,,0.186,62.0
PGC 45875,198.139167,7.184167,1.047,15.00,,0.468,31.0
PGC 924550,198.155833,-14.443056,1.047,15.00,,0.191,58.0
PGC 45939,198.344583,46.320278,1.047,15.00,,0.646,155.0
PGC 45945,198.385417,51.258333,1.047,15.00,,0.479,76.0
PGC 45977,198.440833,-49.454722,1.047,15.00,,0.347,79.0
PGC 45995,198.475833,6.960833,1.047,15.00,,0.501,98.0
PGC 45996,198.476250,62.610278,1.047,15.00,,0.234,0.0
PGC 1082386,198.524583,-2.807500,1.047,15.00,,0.776,142.0
PGC 46157,198.969167,-42.471667,1.047,15.00,,0.550,16.0
PGC 158674,199.397083,-22.029722,1.047,15.00,,0.302,85.0
PGC 46326,199.515000,-39.346389,1.047,15.00,,0.776,165.0
PGC 46352,199.599583,-27.435000,1.047,15.00,,0.407,150.0
PGC 46355,199.601250,32.844167,1.047,15.00,,0.708,5.0
PGC 2025012,200.644167,33.158056,1.047,15.00,,0.229,3.0
PGC 46739,200.717083,35.155278,1.047,15.00,,0.282,82.0
PGC 46784,200.867083,-24.059167,1.047,15.00,,0.513,114.0
PGC 46847,201.062083,-23.347222,1.047,15.00,,0.389,74.0
PGC 158881,201.092500,-17.329167,1.047,15.00,,0.302,82.0
PGC 46951,201.361250,-33.796667,1.047,15.00,,0.617,144.0
PGC 46964,201.400833,-37.274444,1.047,15.00,,0.417,54.0
PGC 2628601,201.413333,62.000556,1.047,15.00,,0.331,5.0
PGC 46975,201.437917,-3.863889,1.047,15.00,,0.224,140.0
PGC 47035,201.603333,-20.845556,1.047,15.00,,0.204,133.0
PGC 47065,201.673333,-27.633611,1.047,15.00,,0.186,68.0
PGC 98073,201.725833,-31.805556,1.047,15.00,,0.229,46.0
PGC 47106,201.752083,-29.192222,1.047,15.00,,0.759,56.0
PGC 47109,201.789583,-11.788333,1.047,15.00,,0.832,36.0
PGC 47177,201.939583,-31.797778,1.047,15.00,,0.692,0.0
PGC 98336,201.987083,-31.015000,1.047,15.00,,0.646,174.0
PGC 47266,202.120417,-28.186944,1.047,15.00,,0.204,105.0
PGC 47342,202.345417,-22.190000,1.047,15.00,,0.339,58.0
PGC 47439,202.547500,-21.012778,1.047,15.00,,0.295,151.0
PGC 47494,202.679583,-20.951667,1.047,15.00,,0.933,0.0
PGC 159211,203.008750,-11.215278,1.047,15.00,,0.295,18.0
PGC 47590,203.012917,-31.780278,1.047,15.00,,0.912,124.0
PGC 47675,203.202500,41.872222,1.047,15.00,,0.794,130.0
PGC 47750,203.387083,1.306389,1.047,15.00,,0.389,120.0
PGC 47770,203.458333,-12.130556,1.047,15.00,,0.813,164.0
PGC 99542,203.517917,-32.361389,1.047,15.00,,0.214,180.0
PGC 47794,203.542500,4.868333,1.047,15.00,,0.708,30.0
PGC 47904,203.817500,44.761667,1.047,15.00,,0.257,121.0
PGC 48043,204.166250,-8.402222,1.047,15.00,,0.457,125.0
PGC 48074,204.221250,17.386944,1.047,15.00,,0.759,103.0
PGC 48123,204.379167,38.621389,1.047,15.00,,0.316,17.0
PGC 48365,205.074583,26.349722,1.047,15.00,,0.245,16.0
PGC 91306,205.501250,-12.249167,1.047,15.00,,0.155,58.0
PGC 48566,205.654583,29.854444,1.047,15.00,,0.234,58.0
PGC 48646,205.979583,-19.759167,1.047,15.00,,0.282,148.0
PGC 91309,206.212083,23.021389,1.047,15.00,,0.182,67.0
PGC 91310,206.280000,-2.796389,1.047,15.00,,0.155,138.0
PGC 48888,206.827083,-29.810000,1.047,15.00,,0.955,0.0
PGC 48911,206.923750,-30.358611,1.047,15.00,,0.724,105.0
PGC 48916,206.935417,-34.970833,1.047,15.00,,0.316,99.0
PGC 936857,207.060833,-13.521944,1.047,15.00,,0.275,114.0
PGC 48974,207.090833,25.674722,1.047,15.00,,0.871,147.0
PGC 49122,207.636250,35.131667,1.047,15.00,,0.363,68.0
PGC 49161,207.721667,2.323889,1.047,15.00,,0.275,86.0
PGC 49167,207.758750,-0.154167,1.047,15.00,,0.513,96.0
PGC 49214,207.939167,-30.633889,1.047,15.00,,0.427,82.0
PGC 49215,207.947083,50.978333,1.047,15.00,,1.000,0.0
PGC 582300,208.053333,-40.802778,1.047,15.00,,0.724,80.0
PGC 49392,208.512083,37.380833,1.047,15.00,,0.437,107.0
PGC 49391,208.516250,3.951667,1.047,15.00,,0.398,26.0
PGC 49434,208.629167,15.044722,1.047,15.00,,0.759,150.0
PGC 910691,208.956250,-15.481389,1.047,15.00,,0.372,36.0
PGC 49538,209.011250,18.371944,1.047,15.00,,0.589,43.0
PGC 88943,209.509167,-31.532778,1.047,15.00,,0.380,98.0
PGC 49704,209.558333,5.408333,1.047,15.00,,0.851,158.0
PGC 49780,209.812917,27.976111,1.047,15.00,,0.617,148.0
PGC 49813,209.942083,-37.456111,1.047,15.00,,0.295,118.0
PGC 94231,209.981667,-10.940833,1.047,15.00,,0.550,85.0
PGC 49913,210.293750,7.482222,1.047,15.00,,0.417,168.0
PGC 49975,210.513333,-6.339444,1.047,15.00,,0.851,101.0
PGC 50067,210.820000,38.530556,1.047,15.00,,0.537,21.0
PGC 50093,210.895417,-34.073611,1.047,15.00,,0.550,45.0
PGC 50132,211.049583,-10.754167,1.047,15.00,,0.955,0.0
PGC 50170,211.126667,-32.937500,1.047,15.00,,0.240,116.0
PGC 50297,211.538750,2.330833,1.047,15.00,,0.575,149.0
PGC 50318,211.634583,12.711667,1.047,15.00,,0.186,84.0
PGC 50374,211.842917,15.077500,1.047,15.00,,0.550,58.0
PGC 50537,212.432917,8.069444,1.047,15.00,,0.513,71.0
PGC 50615,212.675000,21.956944,1.047,15.00,,0.603,148.0
PGC 50621,212.689583,15.208889,1.047,15.00,,0.479,8.0
PGC 50719,213.070417,18.300000,1.047,15.00,,0.646,28.0
PGC 50795,213.363750,8.981667,1.047,15.00,,0.447,156.0
PGC 50831,213.473333,15.510000,1.047,15.00,,0.229,110.0
PGC 50859,213.555000,-0.894444,1.047,15.00,,0.398,104.0
PGC 166026,213.627500,-48.448889,1.047,15.00,,0.676,95.0
PGC 1059326,213.820000,-4.358333,1.047,15.00,,0.457,16.0
PGC 50924,213.826250,-32.949722,1.047,15.00,,0.263,10.0
PGC 51141,214.743750,-27.216111,1.047,15.00,,0.257,57.0
PGC 51161,214.823750,35.138056,1.047,15.00,,0.912,57.0
PGC 51244,215.138750,-33.345833,1.047,15.00,,0.692,104.0
PGC 51303,215.374167,5.072778,1.047,15.00,,0.347,39.0
PGC 51343,215.596250,-17.673889,1.047,15.00,,0.933,125.0
PGC 51351,215.614167,15.086389,1.047,15.00,,0.501,161.0
PGC 51561,216.630417,44.862500,1.047,15.00,,0.229,96.0
PGC 51568,216.647083,51.584167,1.047,15.00,,0.692,3.0
PGC 91359,216.875833,40.963889,1.047,15.00,,0.162,64.0
PGC 51732,217.237500,11.196389,1.047,15.00,,0.537,146.0
PGC 52005,218.318750,41.650278,1.047,15.00,,0.513,15.0
PGC 52075,218.579167,3.663889,1.047,15.00,,0.355,37.0
PGC 52099,218.673750,47.937778,1.047,15.00,,0.977,0.0
PGC 91376,219.064167,73.506667,1.047,15.00,,0.158,22.0
PGC 52192,219.065000,29.908333,1.047,15.00,,0.933,0.0
PGC 1721846,219.271667,24.978333,1.047,15.00,,0.372,176.0
PGC 52304,219.535000,-35.343611,1.047,15.00,,0.182,20.0
PGC 52325,219.596667,23.333611,1.047,15.00,,0.871,32.0
PGC 52501,220.498750,-30.701111,1.047,15.00,,0.240,127.0
PGC 52523,220.602500,-36.572500,1.047,15.00,,0.955,0.0
PGC 52544,220.666250,-22.140000,1.047,15.00,,0.170,96.0
PGC 52565,220.740417,21.420833,1.047,15.00,,0.347,4.0
PGC 52574,220.761667,4.765556,1.047,15.00,,0.269,146.0
PGC 52612,220.983750,-18.483056,1.047,15.00,,0.891,17.0
PGC 52659,221.189583,-38.043056,1.047,15.00,,0.155,41.0
PGC 52725,221.504583,-34.139722,1.047,15.00,,0.182,68.0
PGC 52748,221.611250,13.587778,1.047,15.00,,0.347,34.0
PGC 52752,221.630000,1.274722,1.047,15.00,,0.741,12.0
PGC 52761,221.660000,-18.512500,1.047,15.00,,0.676,96.0
PGC 3076098,221.661250,-66.449444,1.047,15.00,,0.501,0.0
PGC 52791,221.785417,13.654444,1.047,15.00,,0.513,137.0
PGC 52810,221.855833,-22.406111,1.047,15.00,,0.759,60.0
PGC 52821,221.889583,-20.467222,1.047,15.00,,0.912,174.0
PGC 52829,221.902917,-19.387222,1.047,15.00,,0.525,65.0
PGC 52872,222.087083,13.957500,1.047,15.00,,0.363,100.0
PGC 53069,222.935417,-22.678056,1.047,15.00,,0.372,39.0
PGC 53084,222.989167,51.264444,1.047,15.00,,0.372,118.0
PGC 53065,223.060417,82.527500,1.047,15.00,,0.631,85.0
PGC 53239,223.444583,20.116111,1.047,15.00,,0.871,128.0
PGC 53286,223.619167,-48.164722,1.047,15.00,,0.851,55.0
PGC 53294,223.645833,-73.147778,1.047,15.00,,0.251,36.0
PGC 53291,223.646667,23.643333,1.047,15.00,,0.302,154.0
PGC 53350,223.849167,37.421944,1.047,15.00,,0.178,166.0
PGC 53366,223.922500,45.540833,1.047,15.00,,0.468,64.0
PGC 53404,224.096667,-5.886389,1.047,15.00,,0.776,137.0
PGC 53426,224.230000,-35.944167,1.047,15.00,,0.661,130.0
PGC 53453,224.363333,-21.665556,1.047,15.00,,0.776,121.0
PGC 53594,225.099167,-37.362500,1.047,15.00,,0.676,139.0
PGC 53608,225.140000,-37.103056,1.047,15.00,,0.245,89.0
PGC 1057984,225.292083,-4.454444,1.047,15.00,,0.214,111.0
PGC 53651,225.332917,9.151667,1.047,15.00,,0.316,88.0
PGC 53676,225.473333,25.963889,1.047,15.00,,0.776,135.0
PGC 53682,225.512917,21.327500,1.047,15.00,,0.871,100.0
PGC 53711,225.676667,-17.868889,1.047,15.00,,0.603,12.0
PGC 53719,225.722083,16.920000,1.047,15.00,,0.724,127.0
PGC 778671,225.909583,-25.463333,1.047,15.00,,0.661,113.0
PGC 53761,225.984583,48.550000,1.047,15.00,,0.813,117.0
PGC 53809,226.165417,54.714167,1.047,15.00,,0.832,9.0
PGC 53962,226.710833,-14.571944,1.047,15.00,,0.759,40.0
PGC 53965,226.721667,12.858889,1.047,15.00,,0.347,44.0
PGC 53977,226.778750,-9.964167,1.047,15.00,,0.631,131.0
PGC 54003,226.905000,-17.913889,1.047,15.00,,0.661,129.0
PGC 54109,227.376250,46.492500,1.047,15.00,,0.832,25.0
PGC 54183,227.758333,-31.259722,1.047,15.00,,0.245,22.0
PGC 54237,227.919583,75.384167,1.047,15.00,,0.912,0.0
PGC 54235,227.923750,4.491667,1.047,15.00,,0.933,0.0
PGC 54421,228.766667,61.201667,1.047,15.00,,0.234,0.0
PGC 54472,228.983333,-36.752500,1.047,15.00,,0.891,76.0
PGC 54660,229.714167,6.435556,1.047,15.00,,0.479,129.0
PGC 54716,229.998750,-23.924722,1.047,15.00,,0.741,5.0
PGC 54731,230.075833,3.518333,1.047,15.00,,0.692,46.0
PGC 54743,230.137917,-22.764722,1.047,15.00,,0.135,124.0
PGC 54744,230.139167,-8.530000,1.047,15.00,,0.832,88.0
PGC 54866,230.575417,-42.798333,1.047,15.00,,0.324,100.0
PGC 3077231,230.599167,-49.358056,1.047,15.00,,0.316,0.0
PGC 54909,230.753750,4.530278,1.047,15.00,,0.372,34.0
PGC 55005,231.100417,30.277222,1.047,15.00,,0.288,91.0
PGC 55254,232.502500,23.638611,1.047,15.00,,0.407,75.0
PGC 950452,232.627917,-12.603333,1.047,15.00,,0.347,15.0
PGC 55482,233.645833,15.200000,1.047,15.00,,0.501,5.0
PGC 55606,234.184583,-71.421389,1.047,15.00,,0.741,180.0
PGC 55705,234.810000,40.145000,1.047,15.00,,0.141,17.0
PGC 55750,235.027917,20.680556,1.047,15.00,,0.977,0.0
PGC 55826,235.542917,-31.550833,1.047,15.00,,0.513,176.0
PGC 55927,236.190833,46.078611,1.047,15.00,,0.479,2.0
PGC 55930,236.206250,3.956389,1.047,15.00,,0.186,123.0
PGC 56056,236.941667,28.642222,1.047,15.00,,0.955,0.0
PGC 56070,237.065833,26.206389,1.047,15.00,,0.204,41.0
PGC 56123,237.320000,21.819444,1.047,15.00,,0.724,125.0
PGC 56193,237.756667,10.029722,1.047,15.00,,0.224,12.0
PGC 56205,237.799167,21.943056,1.047,15.00,,0.550,163.0
PGC 56232,238.025417,83.860278,1.047,15.00,,0.331,57.0
